grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG017 - Volume de água bruta exportado;[1.000 m³/ano];AG017;Volume de água bruta exportado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG018 - Volume de água tratada importado;[1.000 m³/ano];AG018;Volume de água tratada importado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG019 - Volume de água tratada exportado;[1.000 m³/ano];AG019;Volume de água tratada exportado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG020 - Volume micromedido nas economias residenciais ativas de água;[1.000 m³/ano];AG020;Volume micromedido nas economias residenciais ativas de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG021 - Quantidade de ligações totais de água;[Ligações];AG021;Quantidade de ligações totais de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG021A - Quantidade de ligações totais de água no ano anterior ao de referência.;[ligação];AG021A;Quantidade de ligações totais de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG022 - Quantidade de economias residenciais ativas de água micromedidas;[Economias];AG022;Quantidade de economias residenciais ativas de água micromedidas
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG022A - Quantidade de economias residenciais ativas de água micromedidas no ano anterior ao de referência.;[economia];AG022A;Quantidade de economias residenciais ativas de água micromedidas no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG024 - Volume de serviço;[1.000 m³/ano];AG024;Volume de serviço
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG025A - População rural atendida com abastecimento de água no ano anterior ao de referência.;[habitante];AG025A;População rural atendida com abastecimento de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG026 - População urbana atendida com abastecimento de água;[Habitantes];AG026;População urbana atendida com abastecimento de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;AG026A - População urbana atendida com abastecimento de água no ano anterior ao de referência.;[habitante];AG026A;População urbana atendida com abastecimento de água no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG027 - Volume de água fluoretada;[1.000 m³/ano];AG027;Volume de água fluoretada
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de água;AG028 - Consumo total de energia elétrica nos sistemas de água;[1.000 kWh/ano];AG028;Consumo total de energia elétrica nos sistemas de água
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES001 - População total atendida com esgotamento sanitário;[Habitantes];ES001;População total atendida com esgotamento sanitário
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;ES001A - População total atendida com esgotamento sanitário no ano anterior ao de referência.;[habitante];ES001A;População total atendida com esgotamento sanitário no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES002 - Quantidade de ligações ativas de esgotos;[Ligações];ES002;Quantidade de ligações ativas de esgotos
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;ES002A - Quantidade de ligações ativas de esgoto no ano anterior ao de referência.;[ligação];ES002A;Quantidade de ligações ativas de esgoto no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES003 - Quantidade de economias ativas de esgotos;[Economias];ES003;Quantidade de economias ativas de esgotos
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;ES003A - Quantidade de economias ativas de esgoto no ano anterior ao de referência.;[economia];ES003A;Quantidade de economias ativas de esgoto no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES004 - Extensão da rede de esgotos;[km];ES004;Extensão da rede de esgotos
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;ES004A - Extensão da rede de esgoto no ano anterior ao de referência.;[km];ES004A;Extensão da rede de esgoto no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES005 - Volume de esgotos coletado;[1.000 m³/ano];ES005;Volume de esgotos coletado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES006 - Volume de esgotos tratado;[1.000 m³/ano];ES006;Volume de esgotos tratado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES007 - Volume de esgotos faturado;[1.000 m³/ano];ES007;Volume de esgotos faturado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES008 - Quantidade de economias residenciais ativas de esgotos;[Economias];ES008;Quantidade de economias residenciais ativas de esgotos
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;ES008A - Quantidade de economias residenciais ativas de esgoto no ano anterior ao de referência.;[economia];ES008A;Quantidade de economias residenciais ativas de esgoto no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES009 - Quantidade de ligações totais de esgotos;[Ligações];ES009;Quantidade de ligações totais de esgotos
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações referentes ao ano anterior ao ano de referência;ES009A - Quantidade de ligações totais de esgoto no ano anterior ao de referência.;[ligação];ES009A;Quantidade de ligações totais de esgoto no ano anterior ao de referência.
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES012 - Volume de esgoto bruto exportado;[1.000 m³/ano];ES012;Volume de esgoto bruto exportado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES013 - Volume de esgotos bruto importado;[1.000m³/ano];ES013;Volume de esgotos bruto importado
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES014 - Volume de esgoto importado tratado nas instalações do importador;[1.000 m³/ano];ES014;Volume de esgoto importado tratado nas instalações do importador
agua-esgoto;Água e Esgotos;agrupamento-desagregado;Agrupamento dinâmico de indicadores e informações desagregadas por ano de referência;Informações de esgotos;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;[1.000 m³/ano];ES015;Volume de esgoto bruto exportado tratado nas instalações do importador
